ownerId	ownerName	teamName	appearanceRank	playerId	playerName	seasons	appearances	leagueApps	cupApps	goals	assists	saves	tackles	interceptions	clearances	blocks	averageRating	yellowCards	redCards
P-269ABD614F	卢卡	冠军教父	48	s4-fc26-255253	维蒂尼亚	2	23	23	0	3	2	0	21	0	0	0	6.2	2	0
P-269ABD614F	卢卡	冠军教父	49	s4-fc26-277643	亚马尔	2	22	22	0	4	0	0	13	0	0	0	6.2	0	0
P-269ABD614F	卢卡	冠军教父	50	s4-retired-oliver-kahn	卡恩	5	21	21	0	0	0	127	35	0	0	0	6.86	0	0
P-269ABD614F	卢卡	冠军教父	51	s4-retired-clarence-seedorf	西多夫	4	18	18	0	2	0	0	19	0	0	0	6.32	0	0
P-269ABD614F	卢卡	冠军教父	52	s4-dlc3-20260808-007	萨穆埃尔	2	18	12	6	0	2	0	35	34	40	5	7.11	5	0
P-269ABD614F	卢卡	冠军教父	53	s4-fc26-251517	格瓦迪奥尔	4	17	17	0	0	2	0	44	0	0	0	6.28	1	1
P-269ABD614F	卢卡	冠军教父	54	ydl-x-player-1	李宣泰	4	16	7	9	0	1	0	7	13	18	0	6.54	3	0
P-269ABD614F	卢卡	冠军教父	55	s4-retired-johan-cruyff	克鲁伊夫	3	13	13	0	5	2	0	9	0	0	0	6.55	2	0
P-269ABD614F	卢卡	冠军教父	56	legend-pele	贝利	3	13	13	0	2	2	0	0	0	0	0	6.7	0	0
P-269ABD614F	卢卡	冠军教父	57	s4-retired-fabio-cannavaro	卡纳瓦罗	3	12	12	0	0	0	0	142	0	0	0	6.5	2	0
P-269ABD614F	卢卡	冠军教父	58	s4-dlc3-20260808-006	艾马尔	1	11	6	5	1	4	0	0	7	8	0	6.76	3	1
P-269ABD614F	卢卡	冠军教父	59	s4-fc26-262859	科尔维尔	2	11	11	0	1	0	0	14	0	0	0	6.06	3	0
P-269ABD614F	卢卡	冠军教父	60	s4-fc26-167495	诺伊尔	3	11	11	0	0	0	48	5	0	0	0	6.38	0	0
P-269ABD614F	卢卡	冠军教父	61	s4-fc26-208574	科斯蒂奇	2	10	10	0	1	0	0	6	0	0	0	6.12	2	0
P-269ABD614F	卢卡	冠军教父	62	legend-haaland	哈兰德	2	8	8	0	3	2	0	6	0	0	0	6.38	1	0
P-269ABD614F	卢卡	冠军教父	63	s4-fc26-212228	伊万托尼	2	8	8	0	1	1	0	7	0	0	0	6.05	1	0
P-269ABD614F	卢卡	冠军教父	64	s4-fc26-209889	拉斐尔格雷罗	2	8	8	0	0	0	0	6	0	0	0	6.06	0	0
P-269ABD614F	卢卡	冠军教父	65	legend-cristiano-ronaldo	C罗	1	7	4	3	2	2	0	0	0	0	0	6.87	0	0
P-269ABD614F	卢卡	冠军教父	66	s4-dlc2-20260803-012	奥斯瓦尔多·阿尔迪列斯	2	7	7	0	0	0	0	32	0	0	0	6.5	1	0
P-269ABD614F	卢卡	冠军教父	67	s4-fc26-215698	迈尼昂	2	7	7	0	0	0	18	1	0	0	0	6.04	0	0
P-269ABD614F	卢卡	冠军教父	68	s4-fc26-232639	堂安律	2	7	7	0	0	2	0	6	0	0	0	6.21	1	0
P-269ABD614F	卢卡	冠军教父	69	s4-fc26-251566	马丁内利	2	6	6	0	3	0	0	5	0	0	0	6.48	0	0
P-269ABD614F	卢卡	冠军教父	70	s4-fc26-270409	萨维尼奥	2	6	6	0	2	2	0	5	0	0	0	6.5	0	0
P-269ABD614F	卢卡	冠军教父	71	legend-beckham	贝克汉姆	2	6	6	0	1	1	0	4	0	0	0	6.28	0	0
P-269ABD614F	卢卡	冠军教父	72	s4-fc26-237681	久保健英	2	6	6	0	0	3	0	11	0	0	0	6.43	1	0
P-269ABD614F	卢卡	冠军教父	73	s4-retired-george-best	乔治贝斯特	1	5	5	0	0	2	0	6	0	0	0	6.7	0	0
P-269ABD614F	卢卡	冠军教父	74	s4-fc26-165153	本泽马	1	4	4	0	4	0	0	2	0	0	0	6.78	0	0
P-269ABD614F	卢卡	冠军教父	75	s4-fc26-247819	施罗德贝克	3	4	4	0	1	0	0	26	0	0	0	6.65	1	0
P-269ABD614F	卢卡	冠军教父	76	s4-dlc3-20260808-008	阿亚拉	2	3	2	1	0	0	0	3	2	4	1	6.73	0	0
P-269ABD614F	卢卡	冠军教父	77	s4-dlc2-20260803-005	何塞·曼努埃尔·莫雷诺	1	3	1	2	0	1	0	0	1	1	0	6.73	0	0
P-269ABD614F	卢卡	冠军教父	78	s4-dlc-20260731-029	盖德·穆勒	1	2	2	0	2	1	0	1	0	0	0	7.55	0	0
P-269ABD614F	卢卡	冠军教父	79	s4-dlc2-20260803-054	查拉纳	1	2	2	0	1	0	0	2	0	0	0	6.9	0	0
P-269ABD614F	卢卡	冠军教父	80	s4-fc26-246191	阿尔瓦雷斯	1	2	2	0	0	0	0	26	0	0	0	6.5	0	0
P-269ABD614F	卢卡	冠军教父	81	s4-retired-dennis-bergkamp	博格坎普	1	2	2	0	0	0	0	4	0	0	0	6.5	0	0
P-269ABD614F	卢卡	冠军教父	82	s4-fc26-212616	德保罗	2	2	2	0	0	0	0	0	2	2	0	6.7	0	0
P-269ABD614F	卢卡	冠军教父	83	s4-fc26-260908	凯尔凯兹	1	2	2	0	0	1	0	1	0	0	0	6.2	1	0
P-269ABD614F	卢卡	冠军教父	84	s4-dlc3-20260808-034	里贝里	1	2	2	0	0	0	0	0	0	0	0	6.5	0	0
P-269ABD614F	卢卡	冠军教父	85	legend-modric	莫德里奇	1	2	2	0	0	0	0	2	0	0	0	6	0	0
P-269ABD614F	卢卡	冠军教父	86	s4-fc26-246172	丘库埃泽	1	2	2	0	0	2	0	2	0	0	0	6.45	0	0
P-269ABD614F	卢卡	冠军教父	87	s4-retired-thierry-henry	亨利	1	1	1	0	2	0	0	0	0	0	0	8.1	0	0
P-269ABD614F	卢卡	冠军教父	88	s4-fc26-242641	艾特努里	1	1	1	0	0	0	0	2	0	0	0	6.2	0	0
P-269ABD614F	卢卡	冠军教父	89	s4-fc26-228813	加西亚	1	1	1	0	0	0	0	0	0	0	0	6	0	0
P-269ABD614F	卢卡	冠军教父	90	s4-fc26-207410	科瓦契奇	1	1	1	0	0	0	0	0	0	0	0	5.9	0	0
P-269ABD614F	卢卡	冠军教父	91	s4-retired-paul-scholes	斯科尔斯	1	1	1	0	0	0	0	18	0	0	0	6.5	0	0
P-269ABD614F	卢卡	冠军教父	92	s4-fc26-230872	斯韦拉尔	1	1	1	0	0	0	4	1	0	0	0	6.3	0	0
P-23D50182AD	罗哥	武汉理工大学	1	legend-beckenbauer	贝肯鲍尔	13	189	170	19	0	14	0	1086	75	67	16	6.48	30	4
P-23D50182AD	罗哥	武汉理工大学	2	legend-messi	梅西	12	174	161	13	65	16	0	198	0	11	2	6.68	8	1
P-23D50182AD	罗哥	武汉理工大学	3	s4-retired-carles-puyol	普约尔	11	171	151	20	1	7	0	1200	65	69	21	6.48	36	9
P-23D50182AD	罗哥	武汉理工大学	4	s4-retired-xavi	哈维	12	166	150	16	24	31	0	318	38	25	4	6.64	9	1
P-23D50182AD	罗哥	武汉理工大学	5	legend-cristiano-ronaldo	C罗	12	150	140	10	48	22	0	195	0	12	1	6.71	6	0
P-23D50182AD	罗哥	武汉理工大学	6	s4-fc26-211110	迪巴拉	12	146	133	13	34	40	0	168	4	18	1	6.74	7	0
P-23D50182AD	罗哥	武汉理工大学	7	s4-fc26-241486	孔德	11	145	124	21	1	8	0	937	74	102	26	6.61	25	3
P-23D50182AD	罗哥	武汉理工大学	8	s4-fc26-231478	劳塔罗马丁内斯	12	143	129	14	55	29	2	66	0	19	5	6.87	4	0
P-23D50182AD	罗哥	武汉理工大学	9	s4-fc26-231866	罗德里	12	123	102	21	5	12	0	233	50	77	22	6.58	10	1
P-23D50182AD	罗哥	武汉理工大学	10	s4-fc26-263578	巴尔德	11	108	100	8	1	17	0	535	28	22	6	6.48	16	4
P-23D50182AD	罗哥	武汉理工大学	11	s4-dlc2-20260803-069	法切蒂	6	102	81	21	1	3	0	613	78	94	19	6.67	28	3
P-23D50182AD	罗哥	武汉理工大学	12	s4-fc26-251854	佩德里	9	89	85	4	11	13	0	151	17	15	5	6.57	3	0
P-23D50182AD	罗哥	武汉理工大学	13	s4-retired-cafu	卡福	13	84	75	9	0	5	0	279	18	27	8	6.36	12	2
P-23D50182AD	罗哥	武汉理工大学	14	s4-fc26-230869	乌奈西蒙	4	81	62	19	0	0	266	795	38	10	0	6.95	7	2
P-23D50182AD	罗哥	武汉理工大学	15	s4-retired-johan-cruyff	克鲁伊夫	13	80	72	8	30	12	0	38	0	12	1	6.7	3	0
P-23D50182AD	罗哥	武汉理工大学	16	s4-retired-iker-casillas	卡西利亚斯	8	79	78	1	0	0	443	206	3	1	0	6.97	4	1
P-23D50182AD	罗哥	武汉理工大学	17	legend-ronaldinho	罗纳尔迪尼奥	10	72	66	6	7	10	0	88	17	7	6	6.51	4	0
P-23D50182AD	罗哥	武汉理工大学	18	ydl-x-player-5	张亦弛	8	61	43	18	20	6	0	17	2	10	2	6.77	1	0
P-23D50182AD	罗哥	武汉理工大学	19	s4-fc26-220901	大卫拉亚	9	61	54	7	0	0	304	250	4	1	0	6.91	3	3
P-23D50182AD	罗哥	武汉理工大学	20	s4-fc26-248550	维维安	6	55	48	7	0	7	0	352	6	3	1	6.56	7	1
P-23D50182AD	罗哥	武汉理工大学	21	s4-fc26-256079	凯赛多	12	54	52	2	3	11	0	85	7	2	1	6.44	3	0
P-23D50182AD	罗哥	武汉理工大学	22	s4-retired-eusebio	尤西比奥	7	45	36	9	15	9	0	49	1	5	0	6.57	1	0
P-23D50182AD	罗哥	武汉理工大学	23	s4-fc26-233486	勒诺尔芒	8	41	41	0	0	4	0	268	0	0	0	6.39	7	1
P-23D50182AD	罗哥	武汉理工大学	24	s4-fc26-226161	马科斯略伦特	7	40	40	0	3	0	0	127	1	0	0	6.28	5	1
P-23D50182AD	罗哥	武汉理工大学	25	legend-messi-rat	梅老鼠	6	32	25	7	9	4	0	42	1	6	1	6.81	0	0
P-23D50182AD	罗哥	武汉理工大学	26	s4-fc26-241461	费兰托雷斯	8	29	21	8	15	5	0	50	5	8	1	7.04	2	0
P-23D50182AD	罗哥	武汉理工大学	27	s4-fc26-235073	科贝尔	3	29	29	0	0	0	94	12	0	0	0	6.17	3	0
P-23D50182AD	罗哥	武汉理工大学	28	s4-fc26-216460	希门内斯	2	24	24	0	4	7	0	25	0	0	0	6.35	3	0
P-23D50182AD	罗哥	武汉理工大学	29	s4-fc26-277643	亚马尔	8	23	23	0	4	1	0	25	0	3	0	6.48	0	0
P-23D50182AD	罗哥	武汉理工大学	30	s4-fc26-252371	贝林厄姆	2	23	23	0	3	1	0	17	0	0	0	6.17	1	0
P-23D50182AD	罗哥	武汉理工大学	31	s4-retired-paolo-maldini	保罗马尔蒂尼	4	23	15	8	1	1	0	170	20	19	7	6.82	3	0
P-23D50182AD	罗哥	武汉理工大学	32	s4-retired-fernando-torres	托雷斯	1	22	18	4	6	5	0	0	0	18	2	6.91	0	0
P-23D50182AD	罗哥	武汉理工大学	33	s4-fc26-278046	库巴西	5	21	21	0	1	2	0	137	0	0	0	6.44	2	0
P-23D50182AD	罗哥	武汉理工大学	34	s4-retired-alessandro-nesta	内斯塔	5	21	14	7	0	0	0	178	17	15	3	6.64	7	1
P-23D50182AD	罗哥	武汉理工大学	35	s4-fc26-241721	莱奥	2	18	18	0	2	2	0	10	0	0	0	6.12	1	0
P-23D50182AD	罗哥	武汉理工大学	36	s4-retired-ashley-cole	阿什利科尔	2	17	17	0	0	5	0	12	0	0	0	6.2	1	0
P-23D50182AD	罗哥	武汉理工大学	37	s4-retired-roberto-carlos	罗伯特卡洛斯	2	14	14	0	1	5	0	11	0	0	0	6.3	2	0
P-23D50182AD	罗哥	武汉理工大学	38	s4-fc26-211368	布鲁马	5	13	13	0	1	0	0	13	0	0	0	6.45	0	0
P-23D50182AD	罗哥	武汉理工大学	39	s4-dlc2-20260803-031	克鲁伊维特	1	12	10	2	6	2	0	0	0	10	1	7.07	0	0
P-23D50182AD	罗哥	武汉理工大学	40	s4-fc26-188545	莱万多夫斯基	2	12	6	6	3	2	0	0	0	10	1	6.85	0	0
P-23D50182AD	罗哥	武汉理工大学	41	legend-maradona	马拉多纳	1	12	5	7	1	5	0	0	0	12	0	6.84	0	0
P-23D50182AD	罗哥	武汉理工大学	42	s4-fc26-231281	阿诺德	2	12	12	0	0	3	0	8	0	0	0	6.12	1	0
P-23D50182AD	罗哥	武汉理工大学	43	s4-dlc-20260731-034	哈维·阿隆索	4	10	10	0	2	1	0	27	0	0	0	6.48	2	1
P-23D50182AD	罗哥	武汉理工大学	44	s4-fc26-186153	什琴斯尼	2	10	10	0	0	0	41	5	0	0	0	6.09	0	0
P-23D50182AD	罗哥	武汉理工大学	45	s4-fc26-216549	瑟洛特	2	9	9	0	4	1	0	7	0	0	0	6.42	1	0
P-23D50182AD	罗哥	武汉理工大学	46	s4-fc26-239301	利马	1	9	9	0	0	2	0	6	0	0	0	6.16	1	0
P-23D50182AD	罗哥	武汉理工大学	47	s4-dlc2-20260803-037	乔瓦尼·范布隆克霍斯特	4	9	9	0	0	0	0	91	0	0	0	6.33	3	1
P-23D50182AD	罗哥	武汉理工大学	48	s4-fc26-204525	伊尼戈马丁内斯	1	8	5	3	0	0	0	7	12	11	1	6.79	3	0
P-23D50182AD	罗哥	武汉理工大学	49	s4-fc26-243576	波罗	1	7	7	0	0	1	0	8	0	0	0	6.19	0	0
P-23D50182AD	罗哥	武汉理工大学	50	s4-fc26-240130	米利唐	1	7	7	0	0	0	0	6	0	0	0	6.01	3	0
P-23D50182AD	罗哥	武汉理工大学	51	s4-retired-samuel-eto-o	埃托奥	2	6	1	5	0	0	0	0	1	3	0	6.55	0	0
P-23D50182AD	罗哥	武汉理工大学	52	s4-retired-gianluigi-buffon	布冯	1	6	3	3	0	0	11	11	5	1	0	6.95	1	0
P-23D50182AD	罗哥	武汉理工大学	53	s4-fc26-215333	萨帕塔	1	4	4	0	3	0	0	2	0	0	0	6.07	3	1
P-23D50182AD	罗哥	武汉理工大学	54	s4-fc26-234236	希克	1	4	4	0	3	0	0	1	0	0	0	6.4	2	0
P-23D50182AD	罗哥	武汉理工大学	55	s4-fc26-255475	安东尼戈登	1	4	4	0	0	5	0	2	0	0	0	6.68	0	0
P-23D50182AD	罗哥	武汉理工大学	56	s4-dlc-20260731-013	布斯克茨	2	4	4	0	0	1	0	14	0	0	0	6.63	0	0
P-23D50182AD	罗哥	武汉理工大学	57	s4-fc26-232293	奥斯梅恩	1	2	2	0	2	0	0	1	0	0	0	6.85	0	0
P-23D50182AD	罗哥	武汉理工大学	58	s4-dlc3-20260808-042	维克托巴尔德斯	1	2	2	0	0	0	3	0	0	0	0	6.65	0	0
P-23D50182AD	罗哥	武汉理工大学	59	s4-fc26-256903	贡萨洛拉莫斯	1	1	1	0	1	0	0	1	0	0	0	6.8	1	0
P-23D50182AD	罗哥	武汉理工大学	60	s4-fc26-220502	扎卡尼	1	1	1	0	1	0	0	2	0	0	0	6.9	0	0
P-23D50182AD	罗哥	武汉理工大学	61	s4-fc26-224232	巴雷拉	1	1	0	1	0	0	0	0	0	1	0	6.6	0	0
P-23D50182AD	罗哥	武汉理工大学	62	s4-fc26-241159	马克盖伊	1	1	1	0	0	0	0	2	0	0	0	6.3	0	0
P-23D50182AD	罗哥	武汉理工大学	63	s4-retired-claude-makelele	马克莱莱	1	1	1	0	0	0	0	0	1	0	0	6.6	0	0
P-23D50182AD	罗哥	武汉理工大学	64	s4-fc26-229188	帕维里迪斯	1	1	1	0	0	0	0	0	0	0	0	6	0	0
P-23D50182AD	罗哥	武汉理工大学	65	s4-fc26-181458	佩里西奇	1	1	1	0	0	0	0	0	0	0	0	6	0	0
P-F162C8A606	小黄	小黄	1	legend-pele	贝利	13	187	161	26	87	38	0	177	9	32	3	6.87	3	0
P-F162C8A606	小黄	小黄	2	ydl-x-player-3	黄威	12	179	151	28	49	23	0	633	34	13	1	6.71	13	1
P-F162C8A606	小黄	小黄	3	s4-fc26-232580	加布里埃尔	11	176	143	33	4	12	0	1346	124	59	13	6.62	39	5
P-F162C8A606	小黄	小黄	4	s4-fc26-247851	吉马良斯	11	156	127	29	7	11	0	420	47	43	21	6.56	14	2
P-F162C8A606	小黄	小黄	5	legend-ronaldo-nazario	大罗	13	152	124	28	78	29	1	163	15	13	2	6.86	5	0
P-F162C8A606	小黄	小黄	6	s4-fc26-233419	拉菲尼亚	12	150	122	28	34	28	12	374	16	24	3	6.72	6	0
P-F162C8A606	小黄	小黄	7	s4-fc26-212831	阿利松	11	146	126	20	0	0	574	968	38	7	0	6.9	12	2
P-F162C8A606	小黄	小黄	8	s4-dlc-20260731-011	麦孔	11	145	120	25	2	14	0	642	43	78	9	6.57	23	3
P-F162C8A606	小黄	小黄	9	s4-retired-kaka	卡卡	12	138	122	16	29	18	0	239	28	28	7	6.69	2	0
P-F162C8A606	小黄	小黄	10	s4-dlc-20260731-045	卢西奥	11	132	104	28	4	8	0	616	59	49	19	6.58	15	2
P-F162C8A606	小黄	小黄	11	s4-retired-roberto-carlos	罗伯特卡洛斯	13	124	102	22	6	15	0	368	34	59	10	6.52	15	2
P-F162C8A606	小黄	小黄	12	s4-fc26-207865	马尔基尼奥斯	11	101	98	3	4	13	0	272	33	25	7	6.56	6	0
P-F162C8A606	小黄	小黄	13	s4-dlc-20260731-052	泽·罗伯托	11	98	88	10	10	19	0	266	27	18	4	6.6	5	1
P-F162C8A606	小黄	小黄	14	s4-fc26-239580	布雷默	10	81	81	0	2	4	0	506	2	2	2	6.43	6	0
P-F162C8A606	小黄	小黄	15	s4-retired-cafu	卡福	11	80	68	12	0	4	0	348	18	14	5	6.44	7	0
P-F162C8A606	小黄	小黄	16	legend-ronaldinho	罗纳尔迪尼奥	9	78	70	8	10	17	0	185	26	11	3	6.76	2	0
P-F162C8A606	小黄	小黄	17	s4-fc26-210257	埃德松	11	75	62	13	0	0	318	344	28	2	0	6.97	5	1
P-F162C8A606	小黄	小黄	18	s4-dlc-20260731-051	萨维奥	10	74	65	9	21	8	0	135	13	28	15	6.79	5	0
P-F162C8A606	小黄	小黄	19	s4-retired-marcelo	马塞洛	8	74	61	13	1	8	0	334	27	43	3	6.62	10	2
P-F162C8A606	小黄	小黄	20	s4-dlc-20260731-048	迪迪	5	64	48	16	0	3	0	270	20	12	7	6.58	2	0
P-F162C8A606	小黄	小黄	21	legend-beckenbauer	贝肯鲍尔	8	60	60	0	4	11	0	164	0	0	0	6.43	0	0
P-F162C8A606	小黄	小黄	22	s4-retired-dennis-bergkamp	博格坎普	8	38	38	0	14	5	0	36	0	0	0	6.54	3	0
P-F162C8A606	小黄	小黄	23	s4-retired-romario	罗马里奥	3	36	22	14	24	6	0	17	4	16	1	7.16	1	0
P-F162C8A606	小黄	小黄	24	s4-dlc-20260731-016	内马尔	9	33	27	6	11	5	0	47	15	5	0	6.87	2	0
P-F162C8A606	小黄	小黄	25	s4-dlc-20260731-005	丹尼·阿尔维斯	9	33	33	0	1	1	0	161	9	15	1	6.57	4	0
P-F162C8A606	小黄	小黄	26	s4-retired-javier-zanetti	萨内蒂	3	29	29	0	1	5	0	32	0	0	0	6.21	2	0
P-F162C8A606	小黄	小黄	27	s4-retired-iker-casillas	卡西利亚斯	3	29	29	0	0	0	82	26	0	0	0	6.27	1	0
P-F162C8A606	小黄	小黄	28	s4-fc26-239231	库尼亚	4	28	28	0	1	7	0	29	0	0	0	6.26	2	0
P-F162C8A606	小黄	小黄	29	s4-dlc-20260731-015	蒂亚戈·席尔瓦	5	27	19	8	0	0	0	179	35	28	0	6.74	2	0
P-F162C8A606	小黄	小黄	30	s4-retired-pavel-nedved	内德维德	4	26	26	0	7	4	0	27	0	0	0	6.43	0	0
P-F162C8A606	小黄	小黄	31	s4-fc26-203263	马奎尔	2	23	23	0	1	7	0	26	0	0	0	6.17	6	1
P-F162C8A606	小黄	小黄	32	s4-fc26-264309	居莱尔	3	18	18	0	2	1	0	15	0	0	0	6.18	1	0
P-F162C8A606	小黄	小黄	33	s4-dlc-20260731-040	里瓦尔多	5	17	17	0	8	3	0	75	0	0	1	6.97	2	0
P-F162C8A606	小黄	小黄	34	s4-fc26-231866	罗德里	2	15	15	0	7	1	0	16	0	0	0	6.53	2	0
P-F162C8A606	小黄	小黄	35	s4-dlc-20260731-017	儒利奥·塞萨尔	3	14	9	5	0	0	58	70	4	1	0	7.09	0	0
P-F162C8A606	小黄	小黄	36	s4-retired-eusebio	尤西比奥	2	12	12	0	4	1	0	10	0	0	0	6.42	0	0
P-F162C8A606	小黄	小黄	37	s4-dlc3-20260808-028	吉尔伯托·席尔瓦	2	11	11	0	0	2	0	0	19	9	6	6.91	1	0
P-F162C8A606	小黄	小黄	38	s4-retired-yaya-toure	亚亚图雷	2	11	11	0	0	2	0	9	0	0	0	6.11	0	0
P-F162C8A606	小黄	小黄	39	s4-fc26-192366	奥塔门迪	2	10	10	0	1	3	0	6	0	0	0	6.25	2	0
P-F162C8A606	小黄	小黄	40	s4-fc26-232488	罗梅罗	2	8	8	0	0	1	0	6	0	0	0	6.11	0	0
P-F162C8A606	小黄	小黄	41	s4-fc26-204935	皮克福德	2	8	8	0	0	0	31	3	0	0	0	6.52	0	0
P-F162C8A606	小黄	小黄	42	legend-messi-rat	梅老鼠	1	7	7	0	1	0	0	7	0	0	0	6.23	0	0
P-F162C8A606	小黄	小黄	43	s4-fc26-247090	恩佐费尔南德斯	2	6	6	0	2	1	0	6	0	0	0	6.43	0	0
P-F162C8A606	小黄	小黄	44	s4-fc26-220697	麦迪逊	1	6	6	0	1	1	0	4	0	0	0	6.33	0	0
P-F162C8A606	小黄	小黄	45	s4-fc26-270409	萨维尼奥	1	5	5	0	3	1	0	3	0	0	0	6.52	1	0
P-F162C8A606	小黄	小黄	46	s4-fc26-240243	库尼亚	1	5	5	0	0	1	0	1	0	0	0	6.08	0	0
P-F162C8A606	小黄	小黄	47	s4-fc26-251566	马丁内利	3	5	5	0	0	0	0	11	0	0	0	6.5	0	0
P-F162C8A606	小黄	小黄	48	s4-retired-claude-makelele	马克莱莱	1	5	5	0	0	0	0	46	0	0	0	6.5	0	0
P-F162C8A606	小黄	小黄	49	s4-fc26-259694	明戈萨	1	5	5	0	0	2	0	4	0	0	0	6.26	1	0
P-F162C8A606	小黄	小黄	50	s4-fc26-188545	莱万多夫斯基	2	4	4	0	6	0	0	3	0	0	0	7.18	1	0
P-F162C8A606	小黄	小黄	51	s4-fc26-210881	麦金	1	4	4	0	1	2	0	4	0	0	0	6.6	0	0
P-F162C8A606	小黄	小黄	52	s4-fc26-228618	费兰门迪	1	4	4	0	0	1	0	4	0	0	0	6.2	1	0
P-F162C8A606	小黄	小黄	53	s4-fc26-225375	莱默尔	1	4	4	0	0	0	0	0	0	0	0	6	0	0
P-F162C8A606	小黄	小黄	54	s4-fc26-260247	摩根罗杰斯	1	4	4	0	0	0	0	5	0	0	0	6.1	0	0
P-F162C8A606	小黄	小黄	55	s4-dlc3-20260808-005	阿德里亚诺	1	3	3	0	3	1	0	0	1	2	0	7.53	0	0
P-F162C8A606	小黄	小黄	56	s4-fc26-246104	赫拉芬贝赫	1	3	3	0	0	1	0	0	0	0	0	6	0	0
P-F162C8A606	小黄	小黄	57	s4-fc26-212190	聚勒	2	3	3	0	0	1	0	2	0	0	0	6.23	0	0
P-F162C8A606	小黄	小黄	58	s4-retired-carles-puyol	普约尔	1	3	3	0	0	1	0	32	0	0	0	6.67	1	0
P-F162C8A606	小黄	小黄	59	legend-mbappe	姆巴佩	1	2	2	0	0	0	0	1	0	0	0	5.5	0	0
P-F162C8A606	小黄	小黄	60	s4-fc26-246420	多库	1	1	1	0	0	0	0	0	0	0	0	5.9	0	0
P-F162C8A606	小黄	小黄	61	s4-fc26-194765	格列兹曼	1	1	1	0	0	0	0	1	0	0	0	6.1	0	0
P-F162C8A606	小黄	小黄	62	s4-fc26-261865	古铁雷斯	1	1	1	0	0	0	0	7	0	0	0	6.5	0	0
P-F162C8A606	小黄	小黄	63	s4-fc26-208418	卡拉斯科	1	1	1	0	0	0	0	1	0	0	0	6.1	0	0
P-F162C8A606	小黄	小黄	64	s4-fc26-223959	卢卡斯托雷拉	1	1	1	0	0	1	0	1	0	0	0	6.6	0	0
P-F162C8A606	小黄	小黄	65	s4-fc26-243812	罗德里戈	1	1	1	0	0	0	0	0	0	0	0	6	0	0
P-F162C8A606	小黄	小黄	66	legend-messi	梅西	1	1	1	0	0	0	0	2	0	0	0	6.5	0	0
P-F162C8A606	小黄	小黄	67	s4-retired-clarence-seedorf	西多夫	1	1	1	0	0	0	0	1	0	0	0	6.5	0	0
P-A927135074	Akira	芋泥暖香柑	1	s4-fc26-239818	鲁本迪亚斯	11	187	157	30	0	10	0	1437	78	63	16	6.55	40	5
P-A927135074	Akira	芋泥暖香柑	2	s4-fc26-255253	维蒂尼亚	11	165	131	34	33	61	0	337	67	42	19	6.91	9	0
P-A927135074	Akira	芋泥暖香柑	3	legend-cristiano-ronaldo	C罗	12	157	132	25	77	38	0	35	2	24	3	6.94	2	1
P-A927135074	Akira	芋泥暖香柑	4	s4-fc26-241721	莱奥	11	151	129	22	97	21	0	172	11	22	4	7.02	6	1
P-A927135074	Akira	芋泥暖香柑	5	s4-fc26-212198	布鲁诺费尔南德斯	11	151	123	28	21	42	0	347	43	27	15	6.73	8	2
P-A927135074	Akira	芋泥暖香柑	6	s4-fc26-252145	努诺门德斯	11	151	128	23	4	21	0	734	45	74	11	6.6	19	1
P-A927135074	Akira	芋泥暖香柑	7	s4-fc26-210514	坎赛洛	11	148	126	22	8	11	0	545	55	49	13	6.59	14	1
P-A927135074	Akira	芋泥暖香柑	8	s4-retired-luis-figo	路易斯菲戈	10	102	92	10	28	16	0	189	15	5	2	6.72	6	0
P-A927135074	Akira	芋泥暖香柑	9	s4-dlc2-20260803-053	温贝托·科埃略	8	100	71	29	0	7	0	617	103	59	18	6.72	17	3
P-A927135074	Akira	芋泥暖香柑	10	s4-dlc2-20260803-061	保罗·索萨	8	94	72	22	3	10	0	206	39	36	18	6.69	5	0
P-A927135074	Akira	芋泥暖香柑	11	s4-dlc2-20260803-044	佩佩	8	83	68	15	2	8	0	664	52	35	6	6.71	13	0
P-A927135074	Akira	芋泥暖香柑	12	s4-dlc-20260731-025	卡瓦略	10	79	69	10	0	4	0	402	18	16	1	6.46	8	0
P-A927135074	Akira	芋泥暖香柑	13	s4-dlc2-20260803-056	曼努埃尔·本托	7	78	52	26	0	0	249	692	62	22	0	7.07	3	0
P-A927135074	Akira	芋泥暖香柑	14	s4-retired-eusebio	尤西比奥	11	75	61	14	34	23	0	20	4	11	1	6.93	0	0
P-A927135074	Akira	芋泥暖香柑	15	s4-fc26-229391	帕利尼亚	10	75	72	3	1	7	0	183	5	3	1	6.51	2	0
P-A927135074	Akira	芋泥暖香柑	16	s4-dlc2-20260803-059	维托尔·拜亚	8	69	58	11	0	0	249	785	39	12	0	7.07	8	1
P-A927135074	Akira	芋泥暖香柑	17	ydl-x-player-7	李彬	10	67	49	18	3	6	0	244	22	37	9	6.65	3	0
P-A927135074	Akira	芋泥暖香柑	18	s4-fc26-234577	迪奥戈科斯塔	6	67	67	0	0	0	431	133	0	0	0	7.08	1	0
P-A927135074	Akira	芋泥暖香柑	19	s4-dlc-20260731-024	法比奥·科恩特朗	11	66	53	13	1	10	0	390	34	38	4	6.65	8	1
P-A927135074	Akira	芋泥暖香柑	20	s4-dlc2-20260803-062	夸雷斯马	7	62	46	16	37	13	0	69	20	22	2	7.13	2	1
