id,name,pool,role,overall,grade,original_nationality,original_club,nationality,club,review_status,notes,database_name,database_uid,database_ca,database_pa,database_nationality,database_club
real-def-074,蒂诺·卡迪韦雷,DEF,RB,76,C,津巴布韦,里昂,津巴布韦,里昂,待审阅,,,,,,,
real-def-075,拉姆,DEF,RB,87,A,德国,拜仁慕尼黑,德国,拜仁慕尼黑,待审阅,,,,,,,
real-def-076,卡福,DEF,RB,89,A,巴西,AC米兰,巴西,AC米兰,待审阅,,,,,,,
real-def-077,萨内蒂,DEF,RB,88,A,阿根廷,国际米兰,阿根廷,国际米兰,待审阅,,,,,,,
real-def-078,阿尔维斯,DEF,RB,88,A,巴西,巴塞罗那,巴西,巴塞罗那,待审阅,,,,,,,
real-def-079,麦孔,DEF,RB,85,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-def-080,罗伯逊,DEF,LB,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-def-081,特奥·埃尔南德斯,DEF,LB,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-def-082,阿方索·戴维斯,DEF,LB,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-def-083,努诺·门德斯,DEF,LB,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-def-084,米洛什·科尔克兹,DEF,LB,83,B,匈牙利,利物浦,匈牙利,利物浦,待审阅,,,,,,,
real-def-085,迪马尔科,DEF,LB,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-def-086,门迪,DEF,LB,78,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-def-087,卢克·肖,DEF,LB,78,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-def-088,库库雷利亚,DEF,LB,78,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-def-089,乌多基,DEF,LB,77,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-def-090,米格尔·古铁雷斯,DEF,LB,77,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-def-091,卡洛斯·奥古斯托,DEF,LB,76,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-def-092,阿什利·科尔,DEF,LB,87,A,英格兰,切尔西,英格兰,切尔西,待审阅,,,,,,,
real-def-093,埃弗拉,DEF,LB,84,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-def-094,马塞洛,DEF,LB,88,A,巴西,皇家马德里,巴西,皇家马德里,待审阅,,,,,,,
real-def-095,罗伯特·卡洛斯,DEF,LB,89,A,巴西,皇家马德里,巴西,皇家马德里,待审阅,,,,,,,
real-def-096,阿比达尔,DEF,LB,82,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-def-097,赞布罗塔,DEF,LB,84,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-def-098,纳耶夫·阿格尔德,DEF,CB,78,C,摩洛哥,马赛,摩洛哥,马赛,待审阅,,,,,,,
real-def-099,德塞利,DEF,CB,87,A,法国,AC米兰,法国,AC米兰,待审阅,,,,,,,
real-def-100,费兰·门迪,DEF,LB,78,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-def-101,列维·科尔威尔,DEF,CB,79,C,英格兰,切尔西,英格兰,切尔西,待审阅,,,,,,,
real-def-102,贾拉德·布兰斯韦特,DEF,CB,78,C,英格兰,埃弗顿,英格兰,埃弗顿,待审阅,,,,,,,
real-def-103,奥斯曼·迪奥曼德,DEF,CB,78,C,科特迪瓦,葡萄牙体育,科特迪瓦,葡萄牙体育,待审阅,,,,,,,
real-def-104,托马斯·阿劳霍,DEF,CB,76,C,葡萄牙,本菲卡,葡萄牙,本菲卡,待审阅,,,,,,,
real-def-105,乔治奥·斯卡尔维尼,DEF,CB,78,C,意大利,亚特兰大,意大利,亚特兰大,待审阅,,,,,,,
real-def-106,奥马尔·索莱,DEF,CB,76,C,法国,乌迪内斯,法国,乌迪内斯,待审阅,,,,,,,
real-def-107,凯文·丹索,DEF,CB,78,C,奥地利,托特纳姆热刺,奥地利,托特纳姆热刺,待审阅,,,,,,,
real-def-108,马克西姆·埃斯泰夫,DEF,CB,75,C,法国,伯恩利,法国,伯恩利,待审阅,,,,,,,
real-def-109,康斯坦丁诺斯·库利耶拉基斯,DEF,CB,76,C,希腊,沃尔夫斯堡,希腊,沃尔夫斯堡,待审阅,,,,,,,
real-def-110,雅雷尔·夸安萨,DEF,CB,75,C,英格兰,勒沃库森,英格兰,勒沃库森,待审阅,,,,,,,
real-def-111,米洛斯·科尔克兹,DEF,LB,78,C,匈牙利,利物浦,匈牙利,利物浦,待审阅,,,,,,,
real-def-112,帕特里克·多尔古,DEF,LB,76,C,丹麦,曼联,丹麦,曼联,待审阅,,,,,,,
real-def-113,卢卡·内茨,DEF,LB,75,C,德国,门兴格拉德巴赫,德国,门兴格拉德巴赫,待审阅,,,,,,,
real-def-114,马克西米利安·米特尔施泰特,DEF,LB,76,C,德国,斯图加特,德国,斯图加特,待审阅,,,,,,,
real-def-115,大卫·莫勒·沃尔费,DEF,LB,75,C,挪威,阿尔克马尔,挪威,阿尔克马尔,待审阅,,,,,,,
real-def-116,马洛·古斯托,DEF,RB,77,C,法国,切尔西,法国,切尔西,待审阅,,,,,,,
real-def-117,蒂诺·利夫拉门托,DEF,RB,77,C,英格兰,纽卡斯尔联,英格兰,纽卡斯尔联,待审阅,,,,,,,
real-def-118,扬·库托,DEF,RB,76,C,巴西,多特蒙德,巴西,多特蒙德,待审阅,,,,,,,
real-def-119,韦斯利·弗兰萨,DEF,RB,75,C,巴西,罗马,巴西,罗马,待审阅,,,,,,,
real-def-120,范德森,DEF,RB,77,C,巴西,摩纳哥,巴西,摩纳哥,待审阅,,,,,,,
real-def-121,威尔弗雷德·辛戈,DEF,RB,76,C,科特迪瓦,摩纳哥,科特迪瓦,摩纳哥,待审阅,,,,,,,
real-def-122,乔·斯卡利,DEF,RB,75,C,美国,门兴格拉德巴赫,美国,门兴格拉德巴赫,待审阅,,,,,,,
real-def-123,伊万·弗雷斯内达,DEF,RB,75,C,西班牙,葡萄牙体育,西班牙,葡萄牙体育,待审阅,,,,,,,
real-def-124,阿尔瑙·马丁内斯,DEF,RB,76,C,西班牙,赫罗纳,西班牙,赫罗纳,待审阅,,,,,,,
real-def-125,尤金·蒙茨,DEF,CB,75,C,德国,圣保利,德国,圣保利,待审阅,,,,,,,
real-def-126,利利安·图拉姆,DEF,RB,88,A,法国,传奇球员,法国,,待审阅,,,,,,,
real-def-127,洛朗·布兰科,DEF,CB,87,A,法国,传奇球员,法国,,待审阅,,,,,,,
real-def-128,拉斐尔·瓦拉内,DEF,CB,84,B,法国,传奇球员,法国,,待审阅,,,,,,,
real-def-129,雅普·斯塔姆,DEF,CB,88,A,荷兰,传奇球员,荷兰,,待审阅,,,,,,,
real-def-130,罗纳德·科曼,DEF,CB,88,A,荷兰,传奇球员,荷兰,,待审阅,,,,,,,
real-def-131,费尔南多·耶罗,DEF,CB,87,A,西班牙,传奇球员,西班牙,,待审阅,,,,,,,
real-def-132,加埃塔诺·西雷阿,DEF,CB,89,A,意大利,传奇球员,意大利,,待审阅,,,,,,,
real-def-133,克劳迪奥·詹蒂莱,DEF,CB,86,A,意大利,传奇球员,意大利,,待审阅,,,,,,,
real-def-134,亚历山德罗·科斯塔库塔,DEF,CB,86,A,意大利,传奇球员,意大利,,待审阅,,,,,,,
real-def-135,朱塞佩·贝尔戈米,DEF,RB,87,A,意大利,传奇球员,意大利,,待审阅,,,,,,,
real-def-136,安德烈亚斯·布雷默,DEF,LB,87,A,德国,传奇球员,德国,,待审阅,,,,,,,
real-def-137,卡洛斯·阿尔贝托,DEF,RB,89,A,巴西,传奇球员,巴西,,待审阅,,,,,,,
real-def-138,尼尔顿·桑托斯,DEF,LB,88,A,巴西,传奇球员,巴西,,待审阅,,,,,,,
real-def-139,贾钦托·法切蒂,DEF,LB,88,A,意大利,传奇球员,意大利,,待审阅,,,,,,,
real-def-140,保罗·布莱特纳,DEF,LB,87,A,德国,传奇球员,德国,,待审阅,,,,,,,
real-def-141,丹尼·布林德,DEF,CB,84,B,荷兰,传奇球员,荷兰,,待审阅,,,,,,,
real-def-142,弗兰克·德波尔,DEF,CB,86,A,荷兰,传奇球员,荷兰,,待审阅,,,,,,,
real-def-143,马里奥·耶佩斯,DEF,CB,82,B,哥伦比亚,传奇球员,哥伦比亚,,待审阅,,,,,,,
real-def-144,伊万·科尔多巴,DEF,CB,84,B,哥伦比亚,传奇球员,哥伦比亚,,待审阅,,,,,,,
real-def-145,卡洛斯·加马拉,DEF,CB,84,B,巴拉圭,传奇球员,巴拉圭,,待审阅,,,,,,,
real-def-146,马丁·德米凯利斯,DEF,CB,82,B,阿根廷,传奇球员,阿根廷,,待审阅,,,,,,,
real-def-147,布拉尼斯拉夫·伊万诺维奇,DEF,RB,83,B,塞尔维亚,传奇球员,塞尔维亚,,待审阅,,,,,,,
real-def-148,莱顿·贝恩斯,DEF,LB,82,B,英格兰,传奇球员,英格兰,,待审阅,,,,,,,
real-def-149,巴勃罗·萨巴莱塔,DEF,RB,82,B,阿根廷,传奇球员,阿根廷,,待审阅,,,,,,,
real-def-150,塞萨尔·阿斯皮利奎塔,DEF,RB,82,B,西班牙,传奇球员,西班牙,,待审阅,,,,,,,
real-def-151,保·库巴西,DEF,CB,81,B,西班牙,巴塞罗那,西班牙,巴塞罗那,待审阅,,,,,,,
real-def-152,迪恩·赫伊森,DEF,CB,81,B,西班牙,皇家马德里,西班牙,皇家马德里,待审阅,,,,,,,
real-def-153,皮耶罗·因卡皮耶,DEF,CB,79,C,厄瓜多尔,勒沃库森,厄瓜多尔,勒沃库森,待审阅,,,,,,,
real-def-154,杰里米·弗林蓬,DEF,RB,81,B,荷兰,利物浦,荷兰,利物浦,待审阅,,,,,,,
real-def-155,约雷尔·哈托,DEF,LB,77,C,荷兰,切尔西,荷兰,切尔西,待审阅,,,,,,,
real-def-156,克里斯蒂安·莫斯克拉,DEF,CB,77,C,西班牙,阿森纳,西班牙,阿森纳,待审阅,,,,,,,
real-def-157,里卡多·卡拉菲奥里,DEF,LB,79,C,意大利,阿森纳,意大利,阿森纳,待审阅,,,,,,,
real-def-158,莱尼·约罗,DEF,CB,77,C,法国,曼联,法国,曼联,待审阅,,,,,,,
real-def-159,穆里略·圣地亚哥,DEF,CB,77,C,巴西,诺丁汉森林,巴西,诺丁汉森林,待审阅,,,,,,,
real-def-160,拉扬·艾特-努里,DEF,LB,77,C,阿尔及利亚,曼城,阿尔及利亚,曼城,待审阅,,,,,,,
real-def-161,马克桑斯·拉克鲁瓦,DEF,CB,76,C,法国,水晶宫,法国,水晶宫,待审阅,,,,,,,
real-def-162,特雷沃·查洛巴,DEF,CB,76,C,英格兰,切尔西,英格兰,切尔西,待审阅,,,,,,,
real-def-163,马克·格伊,DEF,CB,79,C,英格兰,水晶宫,英格兰,水晶宫,待审阅,,,,,,,
real-def-164,瓦尔德马·安东,DEF,CB,76,C,德国,多特蒙德,德国,多特蒙德,待审阅,,,,,,,
real-def-165,尼科·施洛特贝克,DEF,CB,81,B,德国,多特蒙德,德国,多特蒙德,待审阅,,,,,,,
real-def-166,戴维·劳姆,DEF,LB,77,C,德国,RB莱比锡,德国,RB莱比锡,待审阅,,,,,,,
real-def-167,亚历杭德罗·格里马尔多,DEF,LB,81,B,西班牙,勒沃库森,西班牙,勒沃库森,待审阅,,,,,,,
real-def-168,若纳唐·塔,DEF,CB,81,B,德国,拜仁慕尼黑,德国,拜仁慕尼黑,待审阅,,,,,,,
real-def-169,卡斯特洛·卢克巴,DEF,CB,77,C,法国,RB莱比锡,法国,RB莱比锡,待审阅,,,,,,,
real-def-170,洛伊克·巴代,DEF,CB,77,C,法国,勒沃库森,法国,勒沃库森,待审阅,,,,,,,
real-def-171,奥迪隆·科苏努,DEF,CB,76,C,科特迪瓦,亚特兰大,科特迪瓦,亚特兰大,待审阅,,,,,,,
real-def-172,萨姆·别克马,DEF,CB,77,C,荷兰,那不勒斯,荷兰,那不勒斯,待审阅,,,,,,,
real-def-173,亚历山德罗·布翁焦尔诺,DEF,CB,79,C,意大利,那不勒斯,意大利,那不勒斯,待审阅,,,,,,,
real-def-174,卢卡斯·贝拉尔多,DEF,CB,75,C,巴西,巴黎圣日耳曼,巴西,巴黎圣日耳曼,待审阅,,,,,,,
real-def-175,威廉·帕乔,DEF,CB,79,C,厄瓜多尔,巴黎圣日耳曼,厄瓜多尔,巴黎圣日耳曼,待审阅,,,,,,,
real-mid-001,罗德里,MID,DM,87,A,西班牙,曼城,西班牙,曼城,待审阅,,,,,,,
real-mid-002,赖斯,MID,DM,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-003,楚阿梅尼,MID,DM,82,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-004,卡塞米罗,MID,DM,82,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-005,基米希,MID,DM,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-006,帕利尼亚,MID,DM,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-007,吉马良斯,MID,DM,82,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-008,凯塞多,MID,DM,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-009,祖比门迪,MID,DM,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-010,乌加特,MID,DM,77,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-011,拉比奥,MID,DM,79,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-012,若昂·内维斯,MID,DM,79,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-013,坎特,MID,DM,84,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-014,布斯克茨,MID,DM,87,A,西班牙,巴塞罗那,西班牙,巴塞罗那,待审阅,,,,,,,
real-mid-015,安赫尔·戈麦斯,MID,DM,87,A,英格兰,里尔,英格兰,里尔,待审阅,,,,,,,
real-mid-016,维埃拉,MID,DM,88,A,法国,阿森纳,法国,阿森纳,待审阅,,,,,,,
real-mid-017,罗伊·基恩,MID,DM,85,B,爱尔兰,曼联,爱尔兰,曼联,待审阅,,,,,,,
real-mid-018,加图索,MID,DM,82,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-019,哈维·阿隆索,MID,DM,85,B,西班牙,皇家马德里,西班牙,皇家马德里,待审阅,,,,,,,
real-mid-020,皮尔洛,MID,DM,88,A,意大利,AC米兰,意大利,AC米兰,待审阅,,,,,,,
real-mid-021,德布劳内,MID,AM,88,A,比利时,那不勒斯,比利时,那不勒斯,待审阅,,,,,,,
real-mid-022,贝林厄姆,MID,AM,87,A,英格兰,皇家马德里,英格兰,皇家马德里,待审阅,,,,,,,
real-mid-023,厄德高,MID,AM,84,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-024,穆西亚拉,MID,AM,84,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-025,维尔茨,MID,AM,85,B,德国,利物浦,德国,利物浦,待审阅,,,,,,,
real-mid-026,帕尔默,MID,AM,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-027,布鲁诺·费尔南德斯,MID,AM,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-028,福登,MID,AM,85,B,英格兰,曼城,英格兰,曼城,待审阅,,,,,,,
real-mid-029,麦卡利斯特,MID,AM,82,B,阿根廷,未登记俱乐部,阿根廷,,待审阅,,,,,,,
real-mid-030,佩德里,MID,AM,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-031,加维,MID,AM,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-032,奥尔莫,MID,AM,82,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-033,马利克·蒂尔曼,MID,AM,81,B,美国,勒沃库森,美国,勒沃库森,待审阅,,,,,,,
real-mid-034,埃泽,MID,AM,78,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-035,麦迪逊,MID,AM,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-036,萨维尼奥,MID,AM,76,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-037,法比奥·维埃拉,MID,AM,78,C,葡萄牙,阿森纳,葡萄牙,阿森纳,待审阅,,,,,,,
real-mid-038,切尔基,MID,AM,76,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-039,沃德-普劳斯,MID,AM,76,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-040,埃里克森,MID,AM,78,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-041,巴尔韦德,MID,RM,84,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-042,卡马文加,MID,LM,82,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-043,莫德里奇,MID,AM,91,S,克罗地亚,AC米兰,克罗地亚,AC米兰,待审阅,,,,,,,
real-mid-044,克罗斯,MID,DM,92,S,德国,皇家马德里,德国,皇家马德里,待审阅,,,,,,,
real-mid-045,京多安,MID,AM,82,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-046,蒂亚戈,MID,AM,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-047,贝尔纳多·席尔瓦,MID,RM,84,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-048,科瓦契奇,MID,AM,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-049,德容,MID,DM,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-050,巴雷拉,MID,RM,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-051,恰尔汗奥卢,MID,DM,82,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-052,托纳利,MID,DM,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-053,洛卡特利,MID,DM,78,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-054,弗拉泰西,MID,AM,76,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-055,扎卡,MID,DM,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-056,维蒂尼亚,MID,AM,82,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-057,法比安·鲁伊斯,MID,AM,80,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-058,优素福·福法纳,MID,DM,78,C,法国,AC米兰,法国,AC米兰,待审阅,,,,,,,
real-mid-059,易卜拉欣·桑加雷,MID,DM,75,C,科特迪瓦,诺丁汉森林,科特迪瓦,诺丁汉森林,待审阅,,,,,,,
real-mid-060,恩佐,MID,AM,80,B,阿根廷,未登记俱乐部,阿根廷,,待审阅,,,,,,,
real-mid-061,帕雷德斯,MID,DM,76,C,阿根廷,未登记俱乐部,阿根廷,,待审阅,,,,,,,
real-mid-062,帕奎塔,MID,AM,80,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-063,乔林顿,MID,LM,76,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-064,道格拉斯·路易斯,MID,DM,78,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-065,蒂勒曼斯,MID,AM,78,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-066,格拉文贝赫,MID,DM,78,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-067,索博斯洛伊,MID,AM,80,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-068,琼斯,MID,AM,75,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-069,梅里诺,MID,AM,80,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-070,奥亚萨瓦尔,MID,LM,78,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-071,哈维,MID,AM,89,A,西班牙,巴塞罗那,西班牙,巴塞罗那,待审阅,,,,,,,
real-mid-072,伊涅斯塔,MID,AM,89,A,西班牙,巴塞罗那,西班牙,巴塞罗那,待审阅,,,,,,,
real-mid-073,齐达内,MID,AM,95,S,法国,皇家马德里,法国,皇家马德里,待审阅,,,,,,,
real-mid-074,卡卡,MID,AM,88,A,巴西,AC米兰,巴西,AC米兰,待审阅,,,,,,,
real-mid-075,罗纳尔迪尼奥,MID,AM,94,S,巴西,巴塞罗那,巴西,巴塞罗那,待审阅,,,,,,,
real-mid-076,里瓦尔多,MID,AM,88,A,巴西,巴塞罗那,巴西,巴塞罗那,待审阅,,,,,,,
real-mid-077,斯科尔斯,MID,AM,86,A,英格兰,曼联,英格兰,曼联,待审阅,,,,,,,
real-mid-078,杰拉德,MID,AM,87,A,英格兰,利物浦,英格兰,利物浦,待审阅,,,,,,,
real-mid-079,兰帕德,MID,AM,86,A,英格兰,切尔西,英格兰,切尔西,待审阅,,,,,,,
real-mid-080,贝克汉姆,MID,RM,91,S,英格兰,曼联,英格兰,曼联,待审阅,,,,,,,
real-mid-081,吉格斯,MID,LM,86,A,威尔士,曼联,威尔士,曼联,待审阅,,,,,,,
real-mid-082,菲戈,MID,RM,88,A,葡萄牙,皇家马德里,葡萄牙,皇家马德里,待审阅,,,,,,,
real-mid-083,内德维德,MID,LM,87,A,捷克,尤文图斯,捷克,尤文图斯,待审阅,,,,,,,
real-mid-084,西多夫,MID,AM,86,A,荷兰,AC米兰,荷兰,AC米兰,待审阅,,,,,,,
real-mid-085,戴维斯,MID,DM,84,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-086,里克尔梅,MID,AM,86,A,阿根廷,博卡青年,阿根廷,博卡青年,待审阅,,,,,,,
real-mid-087,艾马尔,MID,AM,84,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-088,德科,MID,AM,84,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-089,鲁伊·科斯塔,MID,AM,85,B,葡萄牙,AC米兰,葡萄牙,AC米兰,待审阅,,,,,,,
real-mid-090,莱昂·格雷茨卡,MID,AM,85,B,德国,拜仁慕尼黑,德国,拜仁慕尼黑,待审阅,,,,,,,
real-mid-091,马特乌斯,MID,DM,89,A,德国,拜仁慕尼黑,德国,拜仁慕尼黑,待审阅,,,,,,,
real-mid-092,古利特,MID,AM,89,A,荷兰,AC米兰,荷兰,AC米兰,待审阅,,,,,,,
real-mid-093,里杰卡尔德,MID,DM,88,A,荷兰,AC米兰,荷兰,AC米兰,待审阅,,,,,,,
real-mid-094,济科,MID,AM,89,A,巴西,弗拉门戈,巴西,弗拉门戈,待审阅,,,,,,,
real-mid-095,苏格拉底,MID,AM,87,A,巴西,科林蒂安,巴西,科林蒂安,待审阅,,,,,,,
real-mid-096,特恩·库普迈纳斯,MID,AM,88,A,荷兰,尤文图斯,荷兰,尤文图斯,待审阅,,,,,,,
real-mid-097,博格巴,MID,AM,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-mid-098,亚亚·图雷,MID,DM,86,A,科特迪瓦,曼城,科特迪瓦,曼城,待审阅,,,,,,,
real-mid-099,法布雷加斯,MID,AM,84,B,西班牙,阿森纳,西班牙,阿森纳,待审阅,,,,,,,
real-mid-100,大卫·席尔瓦,MID,AM,85,B,西班牙,曼城,西班牙,曼城,待审阅,,,,,,,
real-mid-101,亚当·沃顿,MID,DM,78,C,英格兰,水晶宫,英格兰,水晶宫,待审阅,,,,,,,
real-mid-102,卡洛斯·巴莱巴,MID,DM,78,C,喀麦隆,布莱顿,喀麦隆,布莱顿,待审阅,,,,,,,
real-mid-103,安杰洛·斯蒂勒,MID,DM,80,B,德国,斯图加特,德国,斯图加特,待审阅,,,,,,,
real-mid-104,阿莱克斯·斯科特,MID,AM,75,C,英格兰,伯恩茅斯,英格兰,伯恩茅斯,待审阅,,,,,,,
real-mid-105,阿奇·格雷,MID,DM,76,C,英格兰,托特纳姆热刺,英格兰,托特纳姆热刺,待审阅,,,,,,,
real-mid-106,卢卡斯·贝里瓦尔,MID,DM,78,C,瑞典,托特纳姆热刺,瑞典,托特纳姆热刺,待审阅,,,,,,,
real-mid-107,沃伦·扎伊尔-埃梅里,MID,DM,82,B,法国,巴黎圣日耳曼,法国,巴黎圣日耳曼,待审阅,,,,,,,
real-mid-108,莫滕·尤尔曼德,MID,DM,81,B,丹麦,葡萄牙体育,丹麦,葡萄牙体育,待审阅,,,,,,,
real-mid-109,雨果·拉尔松,MID,DM,78,C,瑞典,法兰克福,瑞典,法兰克福,待审阅,,,,,,,
real-mid-110,亚历山大·帕夫洛维奇,MID,DM,78,C,德国,拜仁慕尼黑,德国,拜仁慕尼黑,待审阅,,,,,,,
real-mid-111,汤姆·比朔夫,MID,AM,75,C,德国,拜仁慕尼黑,德国,拜仁慕尼黑,待审阅,,,,,,,
real-mid-112,克里斯·里格,MID,AM,75,C,英格兰,桑德兰,英格兰,桑德兰,待审阅,,,,,,,
real-mid-113,弗兰科·马斯坦托诺,MID,AM,78,C,阿根廷,皇家马德里,阿根廷,皇家马德里,待审阅,,,,,,,
real-mid-114,尼科·帕斯,MID,AM,80,B,阿根廷,科莫,阿根廷,科莫,待审阅,,,,,,,
real-mid-115,肯德里·派斯,MID,AM,76,C,厄瓜多尔,斯特拉斯堡,厄瓜多尔,斯特拉斯堡,待审阅,,,,,,,
real-mid-116,克劳迪奥·埃切韦里,MID,AM,76,C,阿根廷,曼城,阿根廷,曼城,待审阅,,,,,,,
real-mid-117,伊桑·恩瓦内里,MID,AM,77,C,英格兰,阿森纳,英格兰,阿森纳,待审阅,,,,,,,
real-mid-118,阿尤布·布阿迪,MID,DM,75,C,法国,里尔,法国,里尔,待审阅,,,,,,,
real-mid-119,塞缪尔·里奇,MID,DM,77,C,意大利,都灵,意大利,都灵,待审阅,,,,,,,
real-mid-120,马蒂亚斯·斯万贝里,MID,RM,75,C,瑞典,沃尔夫斯堡,瑞典,沃尔夫斯堡,待审阅,,,,,,,
real-mid-121,奥斯卡·格洛赫,MID,AM,76,C,以色列,萨尔茨堡红牛,以色列,萨尔茨堡红牛,待审阅,,,,,,,
real-mid-122,安德烈·桑托斯,MID,DM,76,C,巴西,切尔西,巴西,切尔西,待审阅,,,,,,,
real-mid-123,恩佐·米约,MID,AM,76,C,法国,斯图加特,法国,斯图加特,待审阅,,,,,,,
real-mid-124,洛夫罗·马耶尔,MID,AM,77,C,克罗地亚,沃尔夫斯堡,克罗地亚,沃尔夫斯堡,待审阅,,,,,,,
real-mid-125,马丁·巴图里纳,MID,AM,77,C,克罗地亚,科莫,克罗地亚,科莫,待审阅,,,,,,,
real-mid-126,博比·查尔顿,MID,AM,88,A,英格兰,传奇球员,英格兰,,待审阅,,,,,,,
real-mid-127,雷蒙·科帕,MID,AM,88,A,法国,传奇球员,法国,,待审阅,,,,,,,
real-mid-128,迪迪,MID,DM,88,A,巴西,传奇球员,巴西,,待审阅,,,,,,,
real-mid-129,热尔松,MID,DM,87,A,巴西,传奇球员,巴西,,待审阅,,,,,,,
real-mid-130,法尔考,MID,DM,87,A,巴西,传奇球员,巴西,,待审阅,,,,,,,
real-mid-131,通尼尼奥·塞雷佐,MID,DM,84,B,巴西,传奇球员,巴西,,待审阅,,,,,,,
real-mid-132,胡安·塞巴斯蒂安·贝隆,MID,DM,84,B,阿根廷,传奇球员,阿根廷,,待审阅,,,,,,,
real-mid-133,费尔南多·雷东多,MID,DM,87,A,阿根廷,传奇球员,阿根廷,,待审阅,,,,,,,
real-mid-134,迭戈·西蒙尼,MID,DM,83,B,阿根廷,传奇球员,阿根廷,,待审阅,,,,,,,
real-mid-135,何塞普·瓜迪奥拉,MID,DM,83,B,西班牙,传奇球员,西班牙,,待审阅,,,,,,,
